,area,labels,file,fov,well,roi
0,121.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B3ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B3ROI3,B3,3
1,287.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B3ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B3ROI3,B3,3
2,176.0,3,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B3ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B3ROI3,B3,3
0,314.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
1,485.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
2,360.0,3,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A2ROI5,A2,5
0,421.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
1,2442.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
2,1241.0,3,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
3,452.0,4,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
4,575.0,5,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
0,266.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
1,104.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
2,34.0,3,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
3,143.0,4,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
0,256.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2,B4,2
1,62.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2,B4,2
0,348.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2,A3,2
1,233.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2,A3,2
2,2421.0,3,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2,A3,2
3,297.0,4,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2,A3,2
0,66.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
1,42.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
2,148.0,3,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
3,169.0,4,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
0,202.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI1,B4,1
1,708.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI1,B4,1
0,86.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI4,A3,4
1,68.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI4,A3,4
0,79.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI3,A4,3
1,786.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI3,A4,3
0,869.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI1,A3,1
0,133.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4,A4,4
1,64.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4,A4,4
2,32.0,3,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4,A4,4
3,72.0,4,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4,A4,4
4,52.0,5,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4,A4,4
5,223.0,6,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4,A4,4
6,182.0,7,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI4,A4,4
0,69.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI4,B1,4
1,128.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI4,B1,4
0,482.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI5,B1,5
0,217.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B2ROI2,B2,2
1,952.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B2ROI2,B2,2
2,114.0,3,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B2ROI2,B2,2
0,77.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4,B4,4
1,52.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4,B4,4
2,203.0,3,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4,B4,4
3,178.0,4,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4,B4,4
4,109.0,5,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4,B4,4
5,63.0,6,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4,B4,4
6,121.0,7,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI4,B4,4
0,78.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A1ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A1ROI5,A1,5
1,62.0,2,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A1ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A1ROI5,A1,5
2,144.0,3,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A1ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A1ROI5,A1,5
3,73.0,4,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A1ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A1ROI5,A1,5
4,78.0,5,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A1ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A1ROI5,A1,5
0,86.0,1,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI5,A3,5
