,Dim1,Dim2,leiden,file_id,file_name,day,well,polymer,mask,medoid_cell,color_code
41,10.186732,-2.0958998,2,file_104,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,10,False,2
42,8.72174,-2.2127233,2,file_104,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,2,False,2
43,12.982118,-0.9995634,0,file_104,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,4,False,1
44,14.655873,5.300513,11,file_104,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,5,False,2
45,14.868637,3.8767772,11,file_104,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,6,False,2
46,14.553987,4.2849283,11,file_104,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,7,False,2
47,14.74412,2.5229988,13,file_105,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B3ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B3,NorHA8,1,False,1
48,9.334282,-2.4833302,2,file_105,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B3ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B3,NorHA8,2,False,2
49,12.30952,-1.1177032,0,file_105,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B3ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B3,NorHA8,3,False,1
50,6.846601,-2.2798038,12,file_105,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/B3ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,B3,NorHA8,4,False,3
