,axis_major_length,axis_minor_length,perimeter,area,eccentricity,labels,aspect,form_factor,boundary,file,fov,well,roi
1,60.254979717305446,56.18303736057722,193.58073580374355,2653.0,0.3613726383987165,2,1.072476365608269,0.8896574941275207,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
2,67.52327322977249,61.73105702612791,213.48023074035524,3261.0,0.4052205355032623,3,1.093829856196906,0.8991773026497996,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
3,58.09456202938666,54.652096880177226,185.09545442950497,2493.0,0.3391182283564455,4,1.0629887112429905,0.9144093024147124,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
4,58.25708756970819,51.31100970940873,179.4386001800126,2345.0,0.4735470268378901,5,1.1353720751089758,0.915210440604861,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
5,58.16901972647599,46.19283338148738,175.58073580374355,2078.0,0.6077688234073634,6,1.2592650302717365,0.8470356277483864,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
6,43.9896235165055,40.45502665748555,138.22539674441617,1393.0,0.39274057257520695,7,1.0873710179193747,0.9161894576032129,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
7,67.32568298887831,66.59584557425445,218.89444430272832,3521.0,0.14684443503469807,8,1.0109592033606674,0.9234351699836093,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
8,77.63466763780295,65.89716804091631,240.69343417595167,3988.0,0.5286962338221329,9,1.1781184221695034,0.8650406709602618,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI1,B1,1
0,130.4001226071603,80.38565046811189,370.6761902332485,8049.0,0.787391083550949,1,1.6221815939511322,0.7361433783299142,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI5,A4,5
1,99.33285327873767,61.92233991452359,273.0782104868019,4796.0,0.7819172213418559,2,1.604152126936011,0.8081927347538423,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI5,A4,5
2,58.27763171623757,49.43640706076032,177.53910524340094,2240.0,0.5295298828199095,3,1.1788403563513599,0.8930377730576403,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI5,A4,5
3,51.57913172723924,47.768884938328995,162.95331880577405,1931.0,0.3772090698042007,4,1.0797641978419505,0.9138306448517517,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI5,A4,5
4,65.25445162189824,53.48245351419309,195.48023074035524,2733.0,0.572938240381864,5,1.2201095375061863,0.8987601534923116,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI5,A4,5
5,122.0585340646761,38.641935948280825,318.61731573020285,3189.0,0.9485640497714432,6,3.1587064951414905,0.39475317733827153,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A4ROI5,A4,5
0,75.91593124530897,60.62617323639884,261.13098833543773,2875.0,0.6018672028533035,1,1.252197313349978,0.5298230984355925,True,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
1,38.993824475368896,15.34111109277152,95.52691193458118,430.0,0.9193570914163766,2,2.541786200462504,0.5921433307530559,True,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
2,56.582897481540094,49.95603364407367,176.36753236814712,2206.0,0.46959450716887713,3,1.1326539229411496,0.8912059862705645,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
3,74.23718341747754,69.97263842713143,240.7228714274745,4069.0,0.33405062155780724,4,1.0609458937980043,0.8823946037180247,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
4,88.67956868442745,74.58990148444045,282.1076477383247,4948.0,0.5408530549597771,5,1.1888951040232454,0.7812856282188597,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
5,51.79182881262659,50.5508658599365,167.6812408671319,2054.0,0.21759383448109548,6,1.0245487971685485,0.9179971754925945,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
6,70.82901709983753,66.49108406231014,290.41525958289964,3430.0,0.3445857106868469,7,1.0652408228667505,0.511052032271009,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
7,122.34003939357078,97.45560916472782,367.1614716074871,9305.0,0.6045117959048373,8,1.2553411798676581,0.8673852602029603,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
8,67.43365035856968,60.65973586595904,210.3086578651014,3210.0,0.436824047530054,9,1.1116706888994552,0.91201208412259,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
9,83.25677609514568,75.4953019523773,262.8355697996826,4918.0,0.42161128513859186,10,1.102807379294467,0.8946025086390208,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
10,90.18620243406049,84.65834191139291,288.97770542341357,5967.0,0.344718412486939,11,1.0652961113797064,0.8979191321188312,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
11,58.318797528972766,24.083799732650895,139.25483399593904,1049.0,0.9107455159346914,12,2.421494871089996,0.6797743799424195,True,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI3,B1,3
0,92.84852355642391,46.344070934429354,246.79393923933995,3243.0,0.86652347223761,1,2.0034606732712827,0.6690950739465056,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2,B4,2
1,74.7168562642673,66.10469815249421,232.20815280171308,3870.0,0.4660923486578389,2,1.13028057539732,0.9019156059558485,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2,B4,2
2,95.8326462618859,56.10197585753158,265.4152595828996,4179.0,0.8107329816284472,3,1.7081866511305868,0.7454704941525042,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2,B4,2
3,54.19837946188273,51.41152298327578,172.61017305526644,2187.0,0.31653615391729506,4,1.0542068454092193,0.9224139686711931,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2,B4,2
4,59.5982065949655,26.892409369709476,149.7401153701776,1162.0,0.8924084494834287,5,2.2161720720380864,0.6512378971204477,True,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2,B4,2
5,61.45415421551474,52.915707940410684,188.50966799187808,2551.0,0.5085035368748859,6,1.161359388496122,0.9020966406957599,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2,B4,2
6,91.7017308909788,58.86410504862553,252.06601717798213,4180.0,0.7667813862350792,7,1.5578548389587725,0.8267182925515993,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI2,B4,2
0,187.09933596724088,50.61075888735744,456.77669529663683,4120.0,0.9627193914217475,1,3.6968292924368353,0.24814138606495148,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2,A3,2
1,123.27210680694952,29.90049518060594,272.71067811865476,2700.0,0.9701371911008445,2,4.122744658988332,0.4562147701195832,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2,A3,2
2,135.72174917338228,18.025667483641048,306.8589103967956,1845.0,0.9911410594657335,3,7.529360524183347,0.24622307870877783,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2,A3,2
3,11.695320422650028,3.0397184696630153,21.414213562373096,28.0,0.9656331274758608,4,3.847501187814468,0.7672972404249725,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2,A3,2
4,75.44516123197313,50.136627322054856,228.16652224137044,2701.0,0.7472491589827885,5,1.5047913124939134,0.6519744888215293,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/A3ROI2,A3,2
0,53.97000702787884,11.986253235356838,117.83452377915607,478.0,0.9750259403675713,1,4.502658668071443,0.43260611964707374,True,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
1,45.71763608444151,16.80736398415674,114.3908729652601,515.0,0.9299705030497128,2,2.7200955561822,0.4945774880743486,True,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
2,58.06296796857168,36.84057137934155,161.84062043356596,1625.0,0.772928259508281,3,1.5760604625456665,0.7796293136134823,True,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
3,81.68833037903816,48.59933634190978,232.10764773832477,3042.0,0.8037730040283708,4,1.6808527961027728,0.7095617123842833,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
4,135.36015048882564,79.4612844138619,481.34523779156063,7329.0,0.8095608116230559,5,1.703472974131944,0.3975037469788156,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
5,112.15618463974899,54.69488560193734,312.3919189857867,4141.0,0.8730296456918631,6,2.0505790149376657,0.5332311509747028,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
6,55.15761141756582,49.560036886442155,172.61017305526642,2136.0,0.4389392646607635,7,1.1129453261697422,0.9009036292097251,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B1ROI2,B1,2
0,71.49376147299665,65.83825481287082,230.55129855222071,3642.0,0.389810479405601,1,1.085900008683405,0.86102281655841,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI1,B4,1
1,53.498961248096876,52.097578227566544,172.0243866176395,2188.0,0.22738296168983252,2,1.0268991970108279,0.9291314180459882,False,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001.tif",/mnt/z/James/norbornene homopolymerization/same_mechanics/241215_123915_jg_ve_norha_mw_encapsulation_mech_match_liveDead_peg_10k/241215_124157_Plate 1/#24B2362280_ZProj/B4ROI1,B4,1
