Project:,Project145,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Test:,60k_r1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Time Sweep,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,30,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,45,34.121,60.37,26.95,,,,,10,60.984,0.7,0.17,9.1762,Dy_auto
,46,35.232,61.48,26.97,,,,,10,61.856,0.7,0.17,9.3074,Dy_auto
,47,36.362,62.61,26.96,,,,,10,61.192,0.7,0.17,9.2075,Dy_auto
,48,37.512,63.76,26.89,,,,,10,61.646,0.7,0.17,9.2758,Dy_auto
,49,38.683,64.93,26.95,,,,,10,61.719,0.7,0.17,9.2868,Dy_auto
,50,39.875,66.13,26.93,,,,,10,62.821,0.7,0.17,9.4527,Dy_auto
,51,41.088,67.34,26.94,,,,,10,61.159,0.7,0.17,9.2025,Dy_auto
,52,42.323,68.57,26.97,,,,,10,61.63,0.7,0.17,9.2733,Dy_auto
,53,43.58,69.83,26.91,,,,,10,60.105,0.7,0.17,9.0439,Dy_auto
,54,44.86,71.11,26.96,,,,,10,60.567,0.7,0.17,9.1134,Dy_auto
,55,46.162,72.41,26.99,,,,,10,60.585,0.7,0.17,9.1161,Dy_auto
,56,47.488,73.74,27,,,,,10,61.603,0.7,0.17,9.2693,Dy_auto
,57,48.837,75.09,26.93,,,,,10,61.545,0.7,0.17,9.2606,Dy_auto
,58,50.211,76.46,26.96,,,,,10,60.091,0.7,0.17,9.0418,Dy_auto
,59,51.609,77.86,26.91,,,,,10,61.065,0.7,0.17,9.1884,Dy_auto
,60,53.032,79.28,26.98,,,,,10,60.591,0.7,0.17,9.1171,Dy_auto
,61,54.48,80.73,26.94,,,,,10,60.469,0.7,0.17,9.0986,Dy_auto
,62,55.955,82.21,26.95,,,,,10,61.883,0.7,0.17,9.3115,Dy_auto
,63,57.456,83.71,26.99,,,,,10,60.372,0.7,0.17,9.0841,Dy_auto
,64,58.983,85.23,26.92,,,,,10,60.734,0.7,0.17,9.1386,Dy_auto
,65,60.538,86.79,26.97,,,,,10,59.988,0.7,0.17,9.0263,Dy_auto
,,,,,,,,,,,,,,
Test:,40k_r1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Time Sweep,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,10,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,1,7.903,27.12,0.56925,11385,2E+04,1.812E+06,0.789,89.854,0.75,0.12,13.52,"ME-,WMa,taD,TruStrain™"
,2,2,8.903,27.09,528.42,345.86,0.655,1.0051E+05,1,6.3159,0.75,0.12,0.95035,"MV-,WMa,TruStrain™"
,3,3,9.903,27.11,1348.7,8.1683,0.00606,2.1466E+05,1,13.488,0.75,0.12,2.0295,"MV-,WMa,TruStrain™"
,4,4,10.9,27.07,1001,143.15,0.143,1.6094E+05,1,10.127,0.75,0.12,1.5238,"WMa,TruStrain™"
,5,5,11.9,27.17,985.45,153.25,0.156,1.5872E+05,1,10.007,0.75,0.12,1.5058,"WMa,TruStrain™"
,6,6,12.9,27.1,989.03,148.64,0.15,1.5918E+05,1,10.045,0.75,0.12,1.5114,"WMa,TruStrain™"
,7,7,13.9,27.11,993.46,144.71,0.146,1.5978E+05,1,10.087,0.75,0.12,1.5178,"WMa,TruStrain™"
,8,8,14.9,27.12,994.06,142.33,0.143,1.5982E+05,1,10.092,0.75,0.12,1.5185,"WMa,TruStrain™"
,9,9,15.9,27.15,996.96,140.36,0.141,1.6024E+05,1.01,10.119,0.75,0.12,1.5225,"WMa,TruStrain™"
,10,10,16.9,27.1,988.59,142.88,0.145,1.5897E+05,1.01,10.039,0.75,0.12,1.5106,"WMa,TruStrain™"
,,,,,,,,,,,,,,
Result:,Stress Relaxation,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,65,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,0.5,26.43,27.08,,,,,10,97.789,0.75,0.12,14.714,Dy_auto
,2,1.009,26.94,27.09,,,,,10,89.295,0.75,0.12,13.436,Dy_auto
,3,1.527,27.45,27.1,,,,,10,86.118,0.75,0.11,12.958,Dy_auto
,4,2.055,27.98,27.15,,,,,10,86.775,0.75,0.12,13.057,Dy_auto
,5,2.592,28.52,27.12,,,,,10,85.399,0.75,0.12,12.85,Dy_auto
,6,3.138,29.07,27.13,,,,,10,88.16,0.75,0.12,13.265,Dy_auto
,7,3.694,29.62,27.22,,,,,10,82.115,0.75,0.12,12.356,Dy_auto
,8,4.26,30.19,27.1,,,,,10,82.596,0.75,0.12,12.428,Dy_auto
,9,4.836,30.76,27.04,,,,,10,83.027,0.75,0.12,12.493,Dy_auto
,10,5.423,31.35,27.11,,,,,10,84.607,0.75,0.12,12.731,Dy_auto
,11,6.02,31.95,27.12,,,,,10,85.075,0.75,0.12,12.801,Dy_auto
,12,6.627,32.55,27.11,,,,,10,80.403,0.75,0.12,12.098,Dy_auto
,13,7.246,33.17,27.18,,,,,10,83.324,0.75,0.12,12.538,Dy_auto
,14,7.876,33.8,27.12,,,,,10,81.916,0.75,0.12,12.326,Dy_auto
,15,8.516,34.44,27.12,,,,,10,83.185,0.75,0.12,12.517,Dy_auto
,16,9.169,35.1,27.1,,,,,10,82.974,0.75,0.12,12.485,Dy_auto
,17,9.833,35.76,27.13,,,,,10,81.876,0.75,0.12,12.32,Dy_auto
,18,10.509,36.44,27.15,,,,,10,80.6,0.75,0.12,12.128,Dy_auto
,19,11.197,37.12,27.15,,,,,10,80.865,0.75,0.11,12.168,Dy_auto
,20,11.897,37.82,27.19,,,,,10,78.264,0.75,0.11,11.776,Dy_auto
,21,12.61,38.54,27.14,,,,,10,80.264,0.75,0.11,12.077,Dy_auto
,22,13.335,39.26,27.13,,,,,10,79.045,0.75,0.11,11.894,Dy_auto
,23,14.074,40,27.13,,,,,10,81.108,0.75,0.11,12.204,Dy_auto
,24,14.825,40.75,27.1,,,,,10,78.591,0.75,0.11,11.825,Dy_auto
,25,15.59,41.52,27.09,,,,,10,78.333,0.75,0.11,11.787,Dy_auto
,26,16.369,42.3,27.11,,,,,10,77.963,0.75,0.11,11.731,Dy_auto
,27,17.162,43.09,27.14,,,,,10,77.187,0.75,0.11,11.614,Dy_auto
,28,17.969,43.9,27.16,,,,,10,76.82,0.75,0.11,11.559,Dy_auto
,29,18.79,44.72,27.13,,,,,10,79.038,0.75,0.11,11.893,Dy_auto
,30,19.627,45.55,27.15,,,,,10,77.747,0.75,0.11,11.699,Dy_auto
,31,20.478,46.41,27.13,,,,,10,76.509,0.75,0.11,11.512,Dy_auto
,32,21.344,47.27,27.15,,,,,10,77.246,0.75,0.11,11.623,Dy_auto
,33,22.226,48.15,27.11,,,,,10,76.057,0.75,0.11,11.444,Dy_auto
,34,23.123,49.05,27.05,,,,,10,77.904,0.75,0.11,11.722,Dy_auto
,35,24.037,49.96,27.12,,,,,10,77.749,0.75,0.11,11.699,Dy_auto
,36,24.967,50.89,27.14,,,,,10,76.136,0.75,0.11,11.456,Dy_auto
,37,25.913,51.84,27.17,,,,,10,76.935,0.75,0.11,11.576,Dy_auto
,38,26.877,52.8,27.18,,,,,10,77.799,0.75,0.11,11.706,Dy_auto
,39,27.857,53.78,27.13,,,,,10,77.198,0.75,0.11,11.616,Dy_auto
,40,28.856,54.78,27.16,,,,,10,76.189,0.75,0.11,11.464,Dy_auto
,41,29.872,55.8,27.12,,,,,10,77.038,0.75,0.11,11.592,Dy_auto
,42,30.906,56.83,27.07,,,,,10,76.016,0.75,0.11,11.438,Dy_auto
,43,31.959,57.89,27.11,,,,,10,76.541,0.75,0.11,11.517,Dy_auto
,44,33.031,58.96,27.15,,,,,10,75.543,0.75,0.11,11.367,Dy_auto
,45,34.121,60.05,27.15,,,,,10,75.913,0.75,0.11,11.423,Dy_auto
,46,35.232,61.16,27.07,,,,,10,74.552,0.75,0.11,11.218,Dy_auto
,47,36.362,62.29,27.12,,,,,10,75.015,0.75,0.11,11.287,Dy_auto
,48,37.512,63.44,27.13,,,,,10,74.832,0.75,0.11,11.26,Dy_auto
,49,38.683,64.61,27.11,,,,,10,74.471,0.75,0.11,11.206,Dy_auto
,50,39.875,65.8,27.13,,,,,10,75.803,0.75,0.11,11.406,Dy_auto
,51,41.088,67.02,27.13,,,,,10,74.675,0.75,0.11,11.236,Dy_auto
,52,42.323,68.25,27.1,,,,,10,75.792,0.75,0.11,11.404,Dy_auto
,53,43.58,69.51,27.12,,,,,10,76.033,0.75,0.11,11.441,Dy_auto
,54,44.86,70.79,27.17,,,,,10,77.196,0.75,0.11,11.616,Dy_auto
,55,46.162,72.09,27.07,,,,,10,75.537,0.75,0.11,11.366,Dy_auto
,56,47.488,73.42,27.12,,,,,10,74.826,0.75,0.11,11.259,Dy_auto
,57,48.837,74.76,27.08,,,,,10,75.575,0.75,0.11,11.372,Dy_auto
,58,50.211,76.14,27.15,,,,,10,73.774,0.75,0.11,11.101,Dy_auto
,59,51.609,77.54,27.15,,,,,10,76.337,0.75,0.11,11.486,Dy_auto
,60,53.032,78.96,27.12,,,,,10,74.585,0.75,0.11,11.223,Dy_auto
,61,54.48,80.41,27.14,,,,,10,74.108,0.75,0.11,11.151,Dy_auto
,62,55.955,81.88,27.15,,,,,10,73.273,0.75,0.11,11.025,Dy_auto
,63,57.456,83.38,27.09,,,,,10,74.788,0.75,0.11,11.253,Dy_auto
,64,58.983,84.91,27.16,,,,,10,74.365,0.75,0.11,11.19,Dy_auto
,65,60.538,86.47,27.09,,,,,10,74.093,0.75,0.11,11.149,Dy_auto
,,,,,,,,,,,,,,
Test:,40k_r2,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Time Sweep,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,10,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,1,7.448,27.24,0.64344,12869,2E+04,2.0481E+06,0.789,101.56,0.85,0.07,15.282,"ME-,WMa,taD,TruStrain™"
,2,2,8.448,27.2,553.35,319.01,0.577,1.0166E+05,1,6.3877,0.85,0.07,0.96115,"MV-,WMa,TruStrain™"
,3,3,9.448,27.27,1486.4,72.99,0.0491,2.3686E+05,1,14.883,0.85,0.07,2.2394,"MV-,WMa,TruStrain™"
,4,4,10.45,27.3,1074.7,136.18,0.127,1.7241E+05,1,10.849,0.85,0.07,1.6325,"WMa,TruStrain™"
,5,5,11.45,27.2,1084.6,133.44,0.123,1.7392E+05,1,10.966,0.85,0.07,1.65,"WMa,TruStrain™"
,6,6,12.45,27.23,1055,145.56,0.138,1.695E+05,1,10.696,0.85,0.07,1.6095,"WMa,TruStrain™"
,7,7,13.45,27.23,1065.4,140.11,0.132,1.7102E+05,1,10.797,0.85,0.07,1.6247,"WMa,TruStrain™"
,8,8,14.45,27.18,1060.7,140.6,0.133,1.703E+05,1,10.753,0.85,0.07,1.618,"WMa,TruStrain™"
,9,9,15.45,27.25,1069.5,139.6,0.131,1.7166E+05,1.01,10.84,0.85,0.07,1.631,"WMa,TruStrain™"
,10,10,16.45,27.2,1073.5,139.18,0.13,1.7229E+05,1.01,10.88,0.85,0.07,1.6371,"WMa,TruStrain™"
,,,,,,,,,,,,,,
Result:,Stress Relaxation,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,65,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,0.5,26.8,27.21,,,,,10,105.61,0.85,0.07,15.891,Dy_auto
,2,1.009,27.31,27.22,,,,,10,103.86,0.85,0.07,15.627,Dy_auto
,3,1.527,27.83,27.24,,,,,10,100.15,0.85,0.07,15.069,Dy_auto
,4,2.055,28.35,27.22,,,,,10,95.517,0.85,0.07,14.372,Dy_auto
,5,2.592,28.89,27.13,,,,,10,92.294,0.85,0.07,13.887,Dy_auto
,6,3.138,29.44,27.24,,,,,10,95.488,0.85,0.07,14.368,Dy_auto
,7,3.694,29.99,27.29,,,,,10,91.965,0.85,0.07,13.838,Dy_auto
,8,4.26,30.56,27.25,,,,,10,93.566,0.85,0.07,14.079,Dy_auto
,9,4.836,31.13,27.33,,,,,10,93.857,0.85,0.07,14.122,Dy_auto
,10,5.423,31.72,27.23,,,,,10,95.75,0.85,0.07,14.407,Dy_auto
,11,6.02,32.32,27.19,,,,,10,94.212,0.85,0.07,14.176,Dy_auto
,12,6.627,32.93,27.23,,,,,10,91.37,0.85,0.07,13.748,Dy_auto
,13,7.246,33.54,27.28,,,,,10,93.173,0.85,0.07,14.02,Dy_auto
,14,7.876,34.17,27.23,,,,,10,90.451,0.85,0.07,13.61,Dy_auto
,15,8.516,34.81,27.23,,,,,10,92.961,0.85,0.07,13.988,Dy_auto
,16,9.169,35.47,27.22,,,,,10,91.997,0.85,0.07,13.843,Dy_auto
,17,9.833,36.13,27.2,,,,,10,91.331,0.85,0.07,13.742,Dy_auto
,18,10.509,36.81,27.25,,,,,10,94.427,0.85,0.07,14.208,Dy_auto
,19,11.197,37.5,27.24,,,,,10,86.817,0.85,0.07,13.063,Dy_auto
,20,11.897,38.2,27.32,,,,,10,92.064,0.85,0.07,13.853,Dy_auto
,21,12.61,38.91,27.31,,,,,10,89.465,0.85,0.07,13.462,Dy_auto
,22,13.335,39.63,27.22,,,,,10,88.148,0.85,0.07,13.264,Dy_auto
,23,14.074,40.37,27.25,,,,,10,88.792,0.85,0.07,13.36,Dy_auto
,24,14.825,41.12,27.26,,,,,10,87.49,0.85,0.07,13.164,Dy_auto
,25,15.59,41.89,27.3,,,,,10,88.948,0.85,0.07,13.384,Dy_auto
,26,16.369,42.67,27.2,,,,,10,88.417,0.85,0.07,13.304,Dy_auto
,27,17.162,43.46,27.24,,,,,10,90.009,0.85,0.07,13.544,Dy_auto
,28,17.969,44.27,27.32,,,,,10,87.923,0.85,0.07,13.23,Dy_auto
,29,18.79,45.09,27.32,,,,,10,89.415,0.85,0.07,13.454,Dy_auto
,30,19.627,45.93,27.29,,,,,10,90.097,0.85,0.07,13.557,Dy_auto
,31,20.478,46.78,27.27,,,,,10,88.705,0.85,0.07,13.347,Dy_auto
,32,21.344,47.64,27.23,,,,,10,89.479,0.85,0.07,13.464,Dy_auto
,33,22.226,48.52,27.28,,,,,10,88.142,0.85,0.07,13.263,Dy_auto
,34,23.123,49.42,27.23,,,,,10,88.86,0.85,0.07,13.371,Dy_auto
,35,24.037,50.34,27.21,,,,,10,88.981,0.85,0.07,13.389,Dy_auto
,36,24.967,51.27,27.31,,,,,10,85.764,0.85,0.07,12.905,Dy_auto
,37,25.913,52.21,27.31,,,,,10,86.6,0.85,0.07,13.031,Dy_auto
,38,26.877,53.18,27.21,,,,,10,86.772,0.85,0.07,13.057,Dy_auto
,39,27.857,54.16,27.24,,,,,10,87.076,0.85,0.07,13.102,Dy_auto
,40,28.856,55.15,27.28,,,,,10,87.354,0.85,0.07,13.144,Dy_auto
,41,29.872,56.17,27.28,,,,,10,87.4,0.85,0.07,13.151,Dy_auto
,42,30.906,57.2,27.26,,,,,10,84.532,0.85,0.07,12.719,Dy_auto
,43,31.959,58.26,27.2,,,,,10,85.859,0.85,0.07,12.919,Dy_auto
,44,33.031,59.33,27.26,,,,,10,87.978,0.85,0.07,13.238,Dy_auto
,45,34.121,60.42,27.28,,,,,10,86.36,0.85,0.07,12.995,Dy_auto
,46,35.232,61.53,27.21,,,,,10,87.558,0.85,0.07,13.175,Dy_auto
,47,36.362,62.66,27.26,,,,,10,87.598,0.85,0.07,13.181,Dy_auto
,48,37.512,63.81,27.25,,,,,10,88.539,0.85,0.07,13.322,Dy_auto
,49,38.683,64.98,27.23,,,,,10,87.647,0.85,0.07,13.188,Dy_auto
,50,39.875,66.17,27.25,,,,,10,87.491,0.85,0.07,13.165,Dy_auto
,51,41.088,67.39,27.23,,,,,10,86.432,0.85,0.07,13.005,Dy_auto
,52,42.323,68.62,27.24,,,,,10,86.417,0.85,0.07,13.003,Dy_auto
,53,43.58,69.88,27.29,,,,,10,87.477,0.85,0.07,13.163,Dy_auto
,54,44.86,71.16,27.32,,,,,10,87.234,0.85,0.07,13.126,Dy_auto
,55,46.162,72.46,27.22,,,,,10,86.15,0.85,0.07,12.963,Dy_auto
,56,47.488,73.79,27.29,,,,,10,85.978,0.85,0.07,12.937,Dy_auto
,57,48.837,75.14,27.19,,,,,10,87.189,0.85,0.07,13.119,Dy_auto
,58,50.211,76.51,27.28,,,,,10,85.992,0.85,0.07,12.939,Dy_auto
,59,51.609,77.91,27.27,,,,,10,87.816,0.85,0.07,13.214,Dy_auto
,60,53.032,79.33,27.25,,,,,10,84.412,0.85,0.07,12.701,Dy_auto
,61,54.48,80.78,27.29,,,,,10,86.841,0.85,0.07,13.067,Dy_auto
,62,55.955,82.25,27.23,,,,,10,83.559,0.85,0.07,12.573,Dy_auto
,63,57.456,83.75,27.27,,,,,10,85.005,0.85,0.07,12.791,Dy_auto
,64,58.983,85.28,27.27,,,,,10,85.859,0.85,0.07,12.919,Dy_auto
,65,60.538,86.84,27.22,,,,,10,86.221,0.85,0.07,12.974,Dy_auto
,,,,,,,,,,,,,,
Test:,40k_r3,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Time Sweep,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,10,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,1,7.694,27.34,0.53825,10765,2E+04,1.7133E+06,0.789,84.959,0.7,0.09,12.784,"ME-,WMa,taD,TruStrain™"
,2,2,8.694,27.3,355.23,330.75,0.931,77249,1,4.8541,0.7,0.09,0.73039,"MV-,WMa,TruStrain™"
,3,3,9.694,27.34,1188.5,53.772,0.0452,1.8934E+05,1,11.897,0.7,0.09,1.7902,"MV-,WMa,TruStrain™"
,4,4,10.69,27.38,842.1,137.69,0.164,1.358E+05,1,8.5457,0.7,0.09,1.2859,"WMa,TruStrain™"
,5,5,11.69,27.36,870.59,113,0.13,1.3972E+05,1,8.8094,0.7,0.09,1.3255,"WMa,TruStrain™"
,6,6,12.69,27.28,855.28,122.49,0.143,1.3751E+05,1,8.6774,0.7,0.09,1.3057,"WMa,TruStrain™"
,7,7,13.69,27.37,858.59,123.52,0.144,1.3806E+05,1,8.7159,0.7,0.09,1.3115,"WMa,TruStrain™"
,8,8,14.69,27.43,863.06,119.1,0.138,1.3866E+05,1,8.7557,0.7,0.09,1.3175,"WMa,TruStrain™"
,9,9,15.69,27.28,860.32,121.78,0.142,1.3829E+05,1.01,8.7327,0.7,0.09,1.314,"WMa,TruStrain™"
,10,10,16.69,27.33,864.47,120.53,0.139,1.3892E+05,1.01,8.7723,0.7,0.09,1.32,"WMa,TruStrain™"
,,,,,,,,,,,,,,
Result:,Stress Relaxation,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,65,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,0.5,28.17,27.34,,,,,10,80.658,0.7,0.09,12.137,Dy_auto
,2,1.009,28.68,27.33,,,,,10,78.465,0.7,0.09,11.807,Dy_auto
,3,1.527,29.2,27.33,,,,,10,69.369,0.7,0.09,10.438,Dy_auto
,4,2.055,29.72,27.33,,,,,10,70.235,0.7,0.09,10.568,Dy_auto
,5,2.592,30.26,27.3,,,,,10,74.183,0.7,0.09,11.162,Dy_auto
,6,3.138,30.81,27.35,,,,,10,72.31,0.7,0.09,10.88,Dy_auto
,7,3.694,31.36,27.36,,,,,10,70.449,0.7,0.09,10.6,Dy_auto
,8,4.26,31.93,27.34,,,,,10,70.722,0.7,0.09,10.641,Dy_auto
,9,4.836,32.51,27.44,,,,,10,70.893,0.7,0.09,10.667,Dy_auto
,10,5.423,33.09,27.32,,,,,10,68.6,0.7,0.09,10.322,Dy_auto
,11,6.02,33.69,27.27,,,,,10,68.97,0.7,0.09,10.378,Dy_auto
,12,6.627,34.3,27.34,,,,,10,69.097,0.7,0.09,10.397,Dy_auto
,13,7.246,34.92,27.43,,,,,10,68.815,0.7,0.09,10.354,Dy_auto
,14,7.876,35.55,27.41,,,,,10,67.235,0.7,0.09,10.117,Dy_auto
,15,8.516,36.19,27.37,,,,,10,67.653,0.7,0.09,10.18,Dy_auto
,16,9.169,36.84,27.28,,,,,10,65.818,0.7,0.09,9.9036,Dy_auto
,17,9.833,37.5,27.34,,,,,10,68.517,0.7,0.09,10.31,Dy_auto
,18,10.509,38.18,27.39,,,,,10,66.289,0.7,0.09,9.9745,Dy_auto
,19,11.197,38.87,27.41,,,,,10,66.28,0.7,0.09,9.9731,Dy_auto
,20,11.897,39.57,27.41,,,,,10,67.236,0.7,0.09,10.117,Dy_auto
,21,12.61,40.28,27.38,,,,,10,65.223,0.7,0.09,9.814,Dy_auto
,22,13.335,41,27.33,,,,,10,67.461,0.7,0.09,10.151,Dy_auto
,23,14.074,41.74,27.3,,,,,10,66.301,0.7,0.09,9.9762,Dy_auto
,24,14.825,42.49,27.35,,,,,10,64.271,0.7,0.09,9.6707,Dy_auto
,25,15.59,43.26,27.34,,,,,10,65.371,0.7,0.09,9.8363,Dy_auto
,26,16.369,44.04,27.37,,,,,10,67.699,0.7,0.09,10.187,Dy_auto
,27,17.162,44.83,27.42,,,,,10,63.696,0.7,0.09,9.5842,Dy_auto
,28,17.969,45.64,27.4,,,,,10,65.797,0.7,0.09,9.9003,Dy_auto
,29,18.79,46.46,27.4,,,,,10,67.09,0.7,0.09,10.095,Dy_auto
,30,19.627,47.3,27.4,,,,,10,65.584,0.7,0.09,9.8683,Dy_auto
,31,20.478,48.15,27.39,,,,,10,63.536,0.7,0.09,9.5602,Dy_auto
,32,21.344,49.01,27.42,,,,,10,67.595,0.7,0.09,10.171,Dy_auto
,33,22.226,49.9,27.4,,,,,10,63.904,0.7,0.09,9.6155,Dy_auto
,34,23.123,50.79,27.44,,,,,10,63.601,0.7,0.09,9.57,Dy_auto
,35,24.037,51.71,27.3,,,,,10,63.396,0.7,0.09,9.5391,Dy_auto
,36,24.967,52.64,27.36,,,,,10,65.67,0.7,0.09,9.8813,Dy_auto
,37,25.913,53.58,27.36,,,,,10,64.177,0.7,0.09,9.6567,Dy_auto
,38,26.877,54.55,27.33,,,,,10,63.76,0.7,0.09,9.5938,Dy_auto
,39,27.857,55.53,27.34,,,,,10,65.312,0.7,0.09,9.8274,Dy_auto
,40,28.856,56.53,27.32,,,,,10,64.546,0.7,0.09,9.7122,Dy_auto
,41,29.872,57.54,27.39,,,,,10,64.411,0.7,0.09,9.6919,Dy_auto
,42,30.906,58.58,27.35,,,,,10,64.192,0.7,0.09,9.6588,Dy_auto
,43,31.959,59.63,27.33,,,,,10,64.127,0.7,0.09,9.6491,Dy_auto
,44,33.031,60.7,27.35,,,,,10,64.732,0.7,0.09,9.7401,Dy_auto
,45,34.121,61.79,27.39,,,,,10,63.731,0.7,0.09,9.5895,Dy_auto
,46,35.232,62.9,27.36,,,,,10,64.247,0.7,0.09,9.6672,Dy_auto
,47,36.362,64.03,27.31,,,,,10,65.125,0.7,0.09,9.7993,Dy_auto
,48,37.512,65.18,27.39,,,,,10,63.522,0.7,0.09,9.5581,Dy_auto
,49,38.683,66.35,27.41,,,,,10,64.785,0.7,0.09,9.7481,Dy_auto
,50,39.875,67.54,27.32,,,,,10,64.572,0.7,0.09,9.7161,Dy_auto
,51,41.088,68.76,27.37,,,,,10,62.939,0.7,0.09,9.4703,Dy_auto
,52,42.323,69.99,27.38,,,,,10,64.375,0.7,0.09,9.6864,Dy_auto
,53,43.58,71.25,27.34,,,,,10,63.216,0.7,0.09,9.5121,Dy_auto
,54,44.86,72.53,27.39,,,,,10,62.93,0.7,0.09,9.469,Dy_auto
,55,46.162,73.83,27.35,,,,,10,62.517,0.7,0.09,9.4069,Dy_auto
,56,47.488,75.16,27.3,,,,,10,62.592,0.7,0.09,9.4181,Dy_auto
,57,48.837,76.51,27.36,,,,,10,62.501,0.7,0.09,9.4045,Dy_auto
,58,50.211,77.88,27.33,,,,,10,62.673,0.7,0.09,9.4303,Dy_auto
,59,51.609,79.28,27.39,,,,,10,62.199,0.7,0.09,9.359,Dy_auto
,60,53.032,80.7,27.39,,,,,10,62.485,0.7,0.09,9.402,Dy_auto
,61,54.48,82.15,27.31,,,,,10,63.915,0.7,0.09,9.6172,Dy_auto
,62,55.955,83.62,27.38,,,,,10,61.482,0.7,0.09,9.2511,Dy_auto
,63,57.456,85.13,27.38,,,,,10,61.438,0.7,0.09,9.2446,Dy_auto
,64,58.983,86.65,27.36,,,,,10,62.642,0.7,0.09,9.4257,Dy_auto
,65,60.538,88.21,27.39,,,,,10,63.069,0.7,0.09,9.49,Dy_auto
,,,,,,,,,,,,,,
Test:,40k_r4,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Time Sweep,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,10,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,1,7.96,27.5,0.65952,13190,2E+04,2.0993E+06,0.789,104.1,0.85,0.05,15.663,"ME-,WMa,taD,TruStrain™"
,2,2,8.96,27.55,600.01,295.24,0.492,1.0643E+05,1,6.6876,0.85,0.05,1.0063,"MV-,WMa,TruStrain™"
,3,3,9.96,27.43,1421.8,50.359,0.0354,2.2643E+05,1,14.228,0.85,0.05,2.1408,"MV-,WMa,TruStrain™"
,4,4,10.96,27.47,966.14,137.77,0.143,1.5532E+05,1,9.7736,0.85,0.05,1.4706,"WMa,TruStrain™"
